edge_key,source,target,source_type,target_type,post2015_relation,dino_post_weight,cyano_prior_weight,dino_pre_prior_weight,in_cyano_prior,in_dino_pre_prior,transfer_type,transfer_support_score
cyanobacteria||sxta,sxta,cyanobacteria,SXT_GENE,CYANO_TAXON,taxon_associated_with_gene,16,68.0,11.0,1,1,cyano_and_dino_prior_signal,79.0
bloom||toxicity,bloom,toxicity,ENV_FACTOR,BIOLOGICAL_PROCESS,environment_associated_with_process,33,42.0,29.0,1,1,cyano_and_dino_prior_signal,71.0
biosynthesis||dinoflagellates,dinoflagellates,biosynthesis,DINO_TAXON,BIOLOGICAL_PROCESS,taxon_associated_with_process,60,47.0,22.0,1,1,cyano_and_dino_prior_signal,69.0
neosaxitoxin||saxitoxin,saxitoxin,neosaxitoxin,TOXIN,TOXIN,semantic_cooccurrence,13,35.0,34.0,1,1,cyano_and_dino_prior_signal,69.0
paralytic_shellfish_toxins||toxicity,paralytic_shellfish_toxins,toxicity,TOXIN,BIOLOGICAL_PROCESS,process_associated_with_toxin,39,20.0,48.0,1,1,cyano_and_dino_prior_signal,68.0
saxitoxin||toxin_production,saxitoxin,toxin_production,TOXIN,BIOLOGICAL_PROCESS,process_associated_with_toxin,25,39.0,28.0,1,1,cyano_and_dino_prior_signal,67.0
bloom||dinoflagellate,dinoflagellate,bloom,DINO_TAXON,ENV_FACTOR,semantic_cooccurrence,47,10.0,56.0,1,1,cyano_and_dino_prior_signal,66.0
dinoflagellates||toxicity,dinoflagellates,toxicity,DINO_TAXON,BIOLOGICAL_PROCESS,taxon_associated_with_process,45,19.0,47.0,1,1,cyano_and_dino_prior_signal,66.0
paralytic_shellfish_poisoning||paralytic_shellfish_toxins,paralytic_shellfish_toxins,paralytic_shellfish_poisoning,TOXIN,TOXIN,semantic_cooccurrence,32,18.0,48.0,1,1,cyano_and_dino_prior_signal,66.0
bloom||paralytic_shellfish_poisoning,paralytic_shellfish_poisoning,bloom,TOXIN,ENV_FACTOR,environment_associated_with_toxin,31,19.0,47.0,1,1,cyano_and_dino_prior_signal,66.0
biosynthesis||cyanobacterial,cyanobacterial,biosynthesis,CYANO_TAXON,BIOLOGICAL_PROCESS,taxon_associated_with_process,7,56.0,8.0,1,1,cyano_and_dino_prior_signal,64.0
cyanobacteria||hplc,cyanobacteria,hplc,CYANO_TAXON,DETECTION_METHOD,semantic_cooccurrence,4,57.0,7.0,1,1,cyano_and_dino_prior_signal,64.0
alexandrium||alexandrium_minutum,alexandrium,alexandrium_minutum,DINO_TAXON,DINO_TAXON,semantic_cooccurrence,40,10.0,53.0,1,1,cyano_and_dino_prior_signal,63.0
gymnodinium||saxitoxin,saxitoxin,gymnodinium,TOXIN,DINO_TAXON,taxon_associated_with_toxin,32,10.0,53.0,1,1,cyano_and_dino_prior_signal,63.0
